Order ID,Customer ID,Customer Email,Order Date,Region,Sales Channel,Customer Segment,Category,Product,Units,Unit Price ,Discount,Revenue,Cost,Returned
ORD-101114,CUST-10309,jules.pereira308@example.com,2023-02-28,North,Online,,Office Supplies,Premium Notebook Pack,12,23.06,5%,262.88,127.27,No
ORD-103173,CUST-10856,quinn.castillo855@example.com,2024-04-08,West,Online,Consumer,Home & Kitchen,Chef Knife Set,4,85.45,10%,$307.62,,No
ORD-103600,CUST-11165,ellis.takahashi1164@example.com,2024-07-01,North,Wholesale,Consumer,Electronics,4K Monitor,24,347.78,15%,7094.71,7307.73,No
ORD-101223,CUST-10397,rowan.vasquez396@example.com,2023-03-24,West,Online,Consumer,Electronics,4K Monitor,1,395.93,10%,356.34,296.55,No
ORD-100434,CUST-10068,indigo.dubois67@example.com,2022-10-16,South,Wholesale,Small Business,Office Supplies,Premium Notebook Pack,100,22.75,10%,2047.50,1144.79,No
ORD-101872,CUST-10618,sasha.kowalski617@example.com,2023-08-10,South,Online,Consumer,Home & Kitchen,Espresso Machine,4,440.58,20%,1409.86,1052.24,No
ORD-103753,CUST-11164,devon.takahashi1163@example.com,2024-07-25,East,Online,Small Business,Home & Kitchen,Espresso Machine,3,446.08,5%,1271.33,796.15,No
ORD-104694,CUST-11505,ellis.pereira1504@example.com,2024-12-20,North,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,4,83.58,5%,$317.60,218.37,No
ORD-104264,CUST-11222,blair.bianchi1221@example.com,2024-10-24,south,Online,Consumer,Electronics,Wireless Earbuds,4,126.4,15%,429.76,408.03,No
ORD-104487,CUST-11454,oakley.moreau1453@example.com,2024-11-24,West,Online,Consumer,Furniture,Standing Desk,3,559.41,5%,1594.32,933.57,No
ORD-104774,CUST-11523,casey.rossi1522@example.com,2024-12-29,West,Online,Consumer,Office Supplies,Desk Organizer,14,36.69,5%,$487.98,218.33,No
ORD-101271,CUST-10400,wren.vasquez399@example.com,2023-04-04,South,Online,Enterprise,Furniture,Standing Desk,1,546.66,20%,437.33,291.75,No
ORD-102751,CUST-10714,oakley.pereira713@example.com,2024-01-06,NORTH,Online,Consumer,Office Supplies,Gel Pen Set,16,11.76,0%,$188.16,84.85,No
ORD-101103,CUST-10282,blair.okafor281@example.com,2023-02-24,west,Online,Consumer,Office Supplies,Premium Notebook Pack,16,22.51,0%,$360.16,172.21,No
ORD-102689,CUST-10694,oakley.okafor693@example.com,2023-12-27,West,Wholesale,Small Business,Electronics,Smart Watch,12,258.79,0%,3105.48,2391.32,No
ORD-103608,CUST-10843,casey.castillo842@example.com,2024-07-02,South,Retail Store,Consumer,Office Supplies,Desk Organizer,6,35.76,10%,$193.10,98.03,No
ORD-100157,CUST-10022,blair.bianchi21@example.com,"Aug 09, 2022",South,Online,Small Business,Home & Kitchen,Chef Knife Set,3,93.33,0%,279.99,152.68,No
ORD-102808,CUST-10439,tatum.bianchi438@example.com,"Jan 19, 2024",East,Online,Consumer,Electronics,Laptop Pro 14,1,1251.39,10%,"$1,126.25",972.98,No
ORD-103183,CUST-11054,oakley.moreau1053@example.com,2024-04-10,West,Wholesale,Consumer,Electronics,4K Monitor,20,402.44,10%,"$7,243.92",5880.99,No
ORD-104003,CUST-11312,marlow.fontaine1311@example.com,2024-09-09,South,Online,Small Business,Home & Kitchen,Espresso Machine,3,433.11,10%,1169.40,829.89,No
ORD-100644,CUST-10132,marlow.gallagher131@example.com,2022-11-23,West,Wholesale,Consumer,Furniture,Ergo Office Chair,12,290.55,15%,2963.61,1886.86,No
ORD-104696,CUST-11495,peyton.okafor1494@example.com,2024-12-20,West,Online,Small Business,Home & Kitchen,Chef Knife Set,1,87.62,5%,$83.24,57.34,No
ORD-101069,CUST-10340,wren.rossi339@example.com,"Feb 15, 2023",West,Online,Small Business,Home & Kitchen,Chef Knife Set,1,86.77,0%,86.77,52.8,No
ORD-103170,CUST-10714,oakley.pereira713@example.com,2024-04-08,North,Online,Small Business,Furniture,Standing Desk,2,572.28,0%,1144.56,589.04,No
ORD-102499,CUST-10683,casey.okafor682@example.com,2023-11-30,North,Online,Consumer,Home & Kitchen,Air Fryer,4,150.3,0%,$601.20,,No
ORD-104095,CUST-11347,harper.haddad1346@example.com,2024-09-25, West ,Wholesale,Consumer,Electronics,4K Monitor,15,376.04,5%,5358.57,4331.49,No
ORD-104114,CUST-11205,ellis.adeyemi1204@example.com,2024-09-28,South,Wholesale,Small Business,Home & Kitchen,Chef Knife Set,24,92.19,5%,2101.93,1285.19,No
ORD-100331,CUST-10099,tatum.eriksen98@example.com,"Sep 20, 2022", South ,Wholesale,Consumer,Home & Kitchen,Air Fryer,24,138.13,10%,2983.61,1899.75,No
ORD-104679,CUST-11611,linden.adeyemi1610@example.com,2024-12-18,North,Online,Enterprise,Electronics,4K Monitor,4,379.78,5%,1443.16,1148.9,No
ORD-101993,CUST-10638,sasha.lindqvist637@example.com,2023-09-06,East,Retail Store,Small Business,Office Supplies,Desk Organizer,17,35.12,0%,597.04,272.9,No
ORD-101972,CUST-10518,sasha.fontaine517@example.com,2023-09-02,South,Retail Store,Enterprise,Electronics,Smart Watch,4,239.41,0%,957.64,764.94,No
ORD-100623,CUST-10161,avery.iversen160@example.com,2022-11-20,West,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,2,90.73,0%,181.46,106.62,No
ORD-102198,CUST-10653,noor.moreau652@example.com,2023-10-16,West,Online,Consumer,Office Supplies,Premium Notebook Pack,11,23.14,0%,$254.54,117.49,No
ORD-104742,CUST-11614,oakley.adeyemi1613@example.com,2024-12-26,West,Online,Consumer,Home & Kitchen,Chef Knife Set,3,90.54,10%,$244.46,155.58,No
ORD-103363,CUST-11047,harper.moreau1046@example.com,2024-05-18,South,Online,Small Business,Home & Kitchen,Air Fryer,3,125.76,5%,358.42,247.71,No
ORD-101722,CUST-10454,oakley.castillo453@example.com,2023-07-05,South,Retail Store,Enterprise,Furniture,Ergo Office Chair,2,286.19,0%,$572.38,330.03,No
ORD-103679,CUST-11102,blair.pereira1101@example.com,2024-07-12,West,Online,Small Business,Electronics,Wireless Earbuds,3,133.15,5%,379.48,295.79,No
ORD-102884,CUST-10913,noor.fontaine912@example.com,"Feb 07, 2024",West,Online,Consumer,Home & Kitchen,Air Fryer,4,138.82,0%,555.28,331.5,No
ORD-100756,CUST-10161,avery.iversen160@example.com,2022-12-10,NORTH,Online,Consumer,Office Supplies,Gel Pen Set,2,11.86,20%,18.98,11.33,No
ORD-100519,CUST-10108,indigo.fontaine107@example.com,2022-11-03,West,Retail Store,Consumer,Electronics,Wireless Earbuds,4,129.52,0%,518.08,409.51,No
ORD-103974,CUST-11084,devon.okafor1083@example.com,2024-09-03,North,Wholesale,Consumer,Electronics,4K Monitor,15,378.87,10%,5114.74,4525.7,No
ORD-100033,CUST-10008,indigo.adeyemi7@example.com,2022-07-08,East,Retail Store,Consumer,Electronics,Wireless Earbuds,2,129.96,5%,246.92,193.33,No
ORD-102771,CUST-10796,quinn.vasquez795@example.com,2024-01-10,East,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,18,24.48,0%,$440.64,196.53,No
ORD-101158,CUST-10369,jules.takahashi368@example.com,2023-03-11,West,Online,Consumer,Electronics,Wireless Earbuds,2,129.04,0%,258.08,202.77,No
ORD-100745,CUST-10250,kai.moreau249@example.com,"Dec 09, 2022",West,Online,Consumer,Office Supplies,Desk Organizer,16,36.03,5%,547.66,251.69,No
ORD-101875,CUST-10469,jules.dubois468@example.com,2023-08-11,East,Online,Consumer,Furniture,Bookshelf,1,167.31,0%,167.31,89.75,No
ORD-102482,CUST-10469,jules.dubois468@example.com,2023-11-28,South,Online,Consumer,Electronics,Laptop Pro 14,4,1341.68,20%,4293.38,3794.71,No
ORD-101478,CUST-10498,sasha.eriksen497@example.com,2023-05-20,West,Online,Consumer,Office Supplies,Premium Notebook Pack,7,23.9,0%,$167.30,72.71,No
ORD-103164,CUST-10733,noor.rossi732@example.com,2024-04-07,North,Online,Consumer,Office Supplies,Premium Notebook Pack,16,23.54,10%,$338.98,173.64,No
ORD-100784,CUST-10175,peyton.iversen174@example.com,2022-12-13,East,Retail Store,Consumer,Office Supplies,Desk Organizer,8,35.54,0%,284.32,125.77,No
ORD-101703,CUST-10582,blair.jensen581@example.com,2023-07-01,South,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,4,92.64,5%,352.03,206.68,No
ORD-102373,CUST-10756,quinn.sandoval755@example.com,2023-11-13,West,Retail Store,Enterprise,Home & Kitchen,Air Fryer,3,145.12,0%,$435.36,257.61,No
ORD-100230,CUST-10005,ellis.adeyemi4@example.com,2022-08-26,South,Wholesale,Small Business,Office Supplies,Desk Organizer,21,35.33,10%,$667.74,328.49,No
ORD-100858,CUST-10113,noor.fontaine112@example.com,2022-12-26,West,Retail Store,Enterprise,Electronics,Wireless Earbuds,3,135.98,0%,407.94,302.55,No
ORD-103399,CUST-11082,blair.okafor1081@example.com,2024-05-25,East,Online,Small Business,Office Supplies,Premium Notebook Pack,10,25.06,5%,238.07,106.93,No
ORD-100409,CUST-10052,marlow.castillo51@example.com,2022-10-11,West,Retail Store,Consumer,Furniture,Bookshelf,1,164.42,10%,147.98,88.52,Yes
ORD-100171,CUST-10059,tatum.castillo58@example.com,2022-08-12,South,Retail Store,Consumer,Home & Kitchen,Espresso Machine,2,438.9,5%,$833.91,549.4,No
ORD-100541,CUST-10163,casey.iversen162@example.com,2022-11-05,West,Retail Store,Consumer,Electronics,4K Monitor,1,362.92,0%,362.92,301.44,No
ORD-102089,CUST-10696,quinn.okafor695@example.com,2023-09-26,East,Retail Store,Enterprise,Electronics,Wireless Earbuds,2,131.64,10%,$236.95,204.42,No
ORD-102427,CUST-10529,jules.gallagher528@example.com,2023-11-21,South,Wholesale,Consumer,Office Supplies,Desk Organizer,64,34.41,10%,1982.02,1032.33,No
ORD-103922,CUST-11329,jules.gallagher1328@example.com,2024-08-25,West,Retail Store,Consumer,Furniture,Ergo Office Chair,2,279.78,5%,531.58,312.24,No
ORD-101558,CUST-10109,jules.fontaine108@example.com,2023-06-05,South,Online,Enterprise,Electronics,Smart Watch,1,243.87,10%,219.48,199.02,No
ORD-101630,CUST-10500,wren.eriksen499@example.com,2023-06-17,East,Online,Consumer,Electronics,Wireless Earbuds,3,126.09,0%,378.27,300.37,No
ORD-103239,CUST-11061,avery.nakamura1060@example.com,2024-04-22,South,Online,Consumer,Office Supplies,Gel Pen Set,2,12.26,5%,23.29,10.1,No
ORD-101162,CUST-10357,rowan.sandoval356@example.com,2023-03-12,West,Wholesale,Consumer,Home & Kitchen,Air Fryer,28,146.02,10%,3679.70,2385.65,No
ORD-103952,CUST-10843,casey.castillo842@example.com,2024-08-30,West,Online,Consumer,Electronics,Laptop Pro 14,3,1220.95,0%,"$3,662.85",3048.31,No
ORD-104697,CUST-11332,marlow.gallagher1331@example.com,2024-12-20,South,Online,Small Business,Electronics,4K Monitor,2,368.31,0%,$736.62,598.42,No
ORD-104032,CUST-11353,noor.haddad1352@example.com,2024-09-15,West,Retail Store,Consumer,Office Supplies,Desk Organizer,20,35.22,5%,669.18,323.63,No
ORD-104065,CUST-11332,marlow.gallagher1331@example.com,2024-09-22,South,Wholesale,Consumer,Electronics,Smart Watch,32,265.67,5%,"$8,076.37",6036.91,No
ORD-102212,CUST-10661,avery.nakamura660@example.com,"Oct 18, 2023",WEST,Online,Small Business,Electronics,Wireless Earbuds,4,123.67,0%,494.68,390.4,No
ORD-102094,CUST-10552,marlow.haddad551@example.com,"Sep 27, 2023",West,Wholesale,Consumer,Office Supplies,Gel Pen Set,136,11.41,15%,1319.00,713.22,No
ORD-100565,CUST-10185,ellis.jensen184@example.com,2022-11-10,West,Retail Store,Small Business,Home & Kitchen,Air Fryer,1,144.75,5%,$137.51,85.17,No
ORD-103366,CUST-10986,frankie.jensen985@example.com,"May 18, 2024",West,Online,Small Business,Home & Kitchen,Chef Knife Set,2,85.77,10%,154.39,106.36,No
ORD-104103,CUST-11291,linden.eriksen1290@example.com,"Sep 26, 2024",East,Online,Consumer,Electronics,Laptop Pro 14,2,1297.2,0%,"$2,594.40",2054.09,No
ORD-101616,CUST-10245,ellis.moreau244@example.com,"Jun 15, 2023",South,Online,Small Business,Office Supplies,Premium Notebook Pack,16,24.08,10%,$346.75,173.43,No
ORD-102463,CUST-10425,ellis.bianchi424@example.com,2023-11-25,West,Online,Enterprise,Office Supplies,Premium Notebook Pack,20,24.95,0%,499.00,214.42,No
ORD-103424,CUST-10982,blair.jensen981@example.com,2024-05-30,West,Online,Consumer,Home & Kitchen,Espresso Machine,4,477.93,0%,1911.72,1078.81,No
ORD-103274,CUST-11001,avery.kowalski1000@example.com,2024-04-30,North,Retail Store,Small Business,Home & Kitchen,Espresso Machine,2,495.47,0%,990.94,536.66,No
ORD-103669,CUST-11118,sasha.pereira1117@example.com,"Jul 11, 2024",South,Online,Consumer,Home & Kitchen,Espresso Machine,3,450.47,0%,"$1,351.41",807.21,No
ORD-103350,CUST-10678,sasha.nakamura677@example.com,"May 15, 2024",East,Online,Consumer,Furniture,Standing Desk,2,583.44,0%,1166.88,605.31,No
ORD-102352,CUST-10595,peyton.jensen594@example.com,2023-11-10,South,Online,Consumer,Home & Kitchen,Espresso Machine,1,455.85,15%,387.47,262.57,No
ORD-103558,CUST-11165,ellis.takahashi1164@example.com,2024-06-25,West,Online,Small Business,Office Supplies,Premium Notebook Pack,17,22.91,20%,$311.58,179.7,No
ORD-101173,CUST-10373,noor.takahashi372@example.com,2023-03-14,WEST,Retail Store,Enterprise,Furniture,Standing Desk,1,554.8,0%,554.80,278.47,No
ORD-103283,CUST-10856,quinn.castillo855@example.com,2024-05-01,North,Online,Small Business,Electronics,4K Monitor,4,394.04,0%,"$1,576.16",1164.73,No
ORD-100326,CUST-10070,kai.dubois69@example.com,2022-09-19,South,Retail Store,Consumer,Furniture,Bookshelf,1,161.13,5%,153.07,84.53,No
ORD-101052,CUST-10309,jules.pereira308@example.com,2023-02-10,East,Wholesale,Enterprise,Electronics,Wireless Earbuds,16,134.53,10%,1937.23,1608.13,No
ORD-102779,CUST-10703,casey.pereira702@example.com,2024-01-11,South,Online,Consumer,Electronics,Laptop Pro 14,4,1291.45,5%,4907.51,4096.84,No
ORD-103104,CUST-10983,casey.jensen982@example.com,2024-03-28,West,Wholesale,Consumer,Home & Kitchen,Air Fryer,24,136.28,20%,2616.58,2042.49,No
ORD-101306,CUST-10421,avery.bianchi420@example.com,2023-04-12,South,Online,Small Business,Electronics,Wireless Earbuds,4,129.03,10%,464.51,416.69,No
ORD-103277,CUST-11006,frankie.kowalski1005@example.com,2024-04-30,South,Wholesale,Consumer,Furniture,Standing Desk,15,532.61,5%,7589.69,4671.54,Yes
ORD-101197,CUST-10215,peyton.kowalski214@example.com,2023-03-20,West,Online,Consumer,Home & Kitchen,Espresso Machine,1,483.15,5%,458.99,255.36,No
ORD-100621,CUST-10148,indigo.haddad147@example.com,2022-11-19,WEST,Retail Store,Consumer,Furniture,Bookshelf,2,172.95,5%,328.60,177.74,No
ORD-103545,CUST-11179,tatum.takahashi1178@example.com,"Jun 22, 2024",NORTH,Online,Small Business,Home & Kitchen,Chef Knife Set,4,80.54,5%,306.05,225.64,No
ORD-102716,CUST-10864,devon.dubois863@example.com,2023-12-30,West,Wholesale,Consumer,Electronics,4K Monitor,7,385.17,20%,2156.95,2097.61,No
ORD-101190,CUST-10179,tatum.iversen178@example.com,2023-03-18,North,Retail Store,Small Business,Electronics,Smart Watch,3,240.16,0%,720.48,580.01,No
ORD-100329,CUST-10045,ellis.castillo44@example.com,"Sep 20, 2022",West,Retail Store,Consumer,Furniture,Ergo Office Chair,2,281.68,0%,563.36,326.5,No
ORD-102925,CUST-10931,linden.gallagher930@example.com,"Feb 17, 2024",NORTH,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,2,86.73,10%,156.11,108.56,No
ORD-100898,CUST-10281,avery.okafor280@example.com,2023-01-01,West,Retail Store,Small Business,Home & Kitchen,Espresso Machine,1,450.84,10%,405.76,269.66,No
ORD-103805,CUST-11217,rowan.adeyemi1216@example.com,2024-08-04,North,Online,N/A,Electronics,Wireless Earbuds,3,142.83,0%,428.49,312.33,No
ORD-101124,CUST-10288,indigo.okafor287@example.com,2023-03-02,East,Online,Small Business,Furniture,Bookshelf,1,162.64,5%,154.51,90.51,No
ORD-104130,CUST-11110,kai.pereira1109@example.com,2024-09-30,East,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,2,86.3,0%,172.60,101.66,No
ORD-104486,CUST-11507,harper.pereira1506@example.com,2024-11-23,East,Online,Small Business,Office Supplies,Desk Organizer,15,36.39,0%,$545.85,235.88,No
ORD-104218,CUST-11081,avery.okafor1080@example.com,2024-10-16,North,Online,Small Business,Furniture,Standing Desk,1,562.4,15%,478.04,309.59,No
ORD-101262,CUST-10292,marlow.okafor291@example.com,2023-04-02,North,Online,Small Business,Home & Kitchen,Chef Knife Set,2,90.59,5%,$172.12,103.65,No
ORD-103984,CUST-11237,rowan.bianchi1236@example.com,2024-09-05,North,Wholesale,Consumer,Home & Kitchen,Espresso Machine,6,458.54,15%,"$2,338.55",1666.11,No
ORD-102993,CUST-10867,harper.dubois866@example.com,2024-03-03,West,Online,Small Business,Office Supplies,Premium Notebook Pack,18,24.71,0%,444.78,193.19,No
ORD-102891,CUST-10814,oakley.adeyemi813@example.com,2024-02-08,East,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,4,88.01,0%,352.04,209.08,No
ORD-101024,CUST-10263,casey.nakamura262@example.com,2023-02-01,South,Retail Store,Consumer,Electronics,4K Monitor,2,381.39,0%,$762.78,570.5,No
ORD-102433,CUST-10529,jules.gallagher528@example.com,2023-11-21,West,Online,Consumer,Home & Kitchen,Espresso Machine,4,422.5,5%,1605.50,1143.9,No
ORD-104174,CUST-11140,wren.rossi1139@example.com,"Oct 08, 2024",North,Retail Store,Consumer,Home & Kitchen,Espresso Machine,3,469.0,5%,"$1,336.65",773.52,No
ORD-101261,CUST-10167,harper.iversen166@example.com,"Apr 02, 2023",East,Wholesale,Small Business,Home & Kitchen,Air Fryer,5,134.05,5%,$636.74,439.56,No
ORD-101621,CUST-10425,ellis.bianchi424@example.com,2023-06-16,West,Retail Store,Consumer,Furniture,Bookshelf,3,158.03,20%,$379.27,279.61,No
ORD-100810,CUST-10043,casey.castillo42@example.com,2022-12-17,East,Online,Small Business,Electronics,Wireless Earbuds,1,119.35,0%,$119.35,99.44,No
ORD-100979,CUST-10278,sasha.nakamura277@example.com,2023-01-21,East,Online,Small Business,Office Supplies,Desk Organizer,20,35.73,5%,678.87,,No
ORD-103358,CUST-11094,oakley.okafor1093@example.com,2024-05-17,East,Wholesale,Consumer,Electronics,4K Monitor,24,379.14,0%,9099.36,7175.6,No
ORD-102541,CUST-10839,tatum.bianchi838@example.com,2023-12-06,North,Retail Store,Small Business,Home & Kitchen,Espresso Machine,2,437.82,0%,875.64,517.53,No
ORD-104613,CUST-10927,harper.gallagher926@example.com,2024-12-09,South,Online,Consumer,Office Supplies,Gel Pen Set,11,12.19,15%,113.98,60.44,No
ORD-102835,CUST-10818,sasha.adeyemi817@example.com,2024-01-29,West,Online,Consumer,Electronics,Wireless Earbuds,2,130.59,10%,235.06,191.93,No
ORD-101269,CUST-10440,wren.bianchi439@example.com,2023-04-04,West,Retail Store,Small Business,Office Supplies,Premium Notebook Pack,6,24.01,5%,136.86,62.03,No
ORD-102275,CUST-10425,ellis.bianchi424@example.com,2023-11-01,West,Wholesale,Consumer,Home & Kitchen,Espresso Machine,10,474.79,15%,"$4,035.72",2594.09,No
ORD-101808,CUST-10471,linden.dubois470@example.com,2023-07-26,West,Wholesale,Small Business,Electronics,Laptop Pro 14,8,1277.19,0%,10217.52,8361.91,No
ORD-102379,CUST-10633,noor.lindqvist632@example.com,"Nov 15, 2023",West,Online,Consumer,Electronics,Laptop Pro 14,1,1346.87,0%,1346.87,1025.85,No
ORD-101590,CUST-10441,avery.castillo440@example.com,2023-06-10,West,Online,Small Business,Home & Kitchen,Chef Knife Set,1,89.48,5%,85.01,52.88,No
ORD-100175,CUST-10024,devon.bianchi23@example.com,"Aug 14, 2022",North,Online,Consumer,Furniture,Standing Desk,2,528.76,15%,898.89,613.39,No
ORD-101584,CUST-10464,devon.dubois463@example.com,2023-06-09,East,Online,Consumer,Electronics,Wireless Earbuds,2,137.38,0%,274.76,203.63,No
ORD-104748,CUST-11405,ellis.kowalski1404@example.com,2024-12-26,East,Online,Consumer,Office Supplies,Desk Organizer,9,35.63,20%,256.54,138.72,No
ORD-102562,CUST-10109,jules.fontaine108@example.com,2023-12-08,North,Online,Small Business,Office Supplies,Premium Notebook Pack,14,23.37,5%,$310.82,154.05,No
ORD-104309,CUST-11147,harper.sandoval1146@example.com,2024-11-02,West,Wholesale,Consumer,Electronics,Wireless Earbuds,21,129.97,20%,"$2,183.50",2141.24,No
ORD-100218,CUST-10078,sasha.dubois77@example.com,2022-08-22,East,Retail Store,Small Business,Office Supplies,Premium Notebook Pack,10,22.27,0%,222.70,110.28,No
ORD-103677,CUST-11227,harper.bianchi1226@example.com,2024-07-12,West,Retail Store,Enterprise,Home & Kitchen,Air Fryer,3,155.91,0%,467.73,249.78,No
ORD-104430,CUST-11484,devon.okafor1483@example.com,2024-11-17,West,Retail Store,Consumer,Electronics,Wireless Earbuds,4,128.8,0%,515.20,416.57,No
ORD-100691,CUST-10039,tatum.bianchi38@example.com,2022-11-30,West,Online,Consumer,Home & Kitchen,Espresso Machine,3,466.44,0%,1399.32,780.23,No
ORD-104791,CUST-11366,frankie.iversen1365@example.com,2024-12-31,South,Online,Enterprise,Furniture,Standing Desk,2,536.03,10%,964.85,611.01,No
ORD-102112,CUST-10723,casey.rossi722@example.com,2023-10-01,West,Online,Consumer,Office Supplies,Premium Notebook Pack,18,25.27,10%,$409.37,185.83,No
ORD-103567,CUST-11082,blair.okafor1081@example.com,"Jun 27, 2024",South,Retail Store,Consumer,Office Supplies,Desk Organizer,4,35.43,20%,113.38,61.41,No
ORD-101107,CUST-10160,wren.haddad159@example.com,2023-02-26,South,Retail Store,Small Business,Home & Kitchen,Espresso Machine,2,438.49,5%,833.13,527.0,No
ORD-103625,CUST-11201,avery.adeyemi1200@example.com,"Jul 05, 2024",East,Wholesale,Small Business,Electronics,Wireless Earbuds,7,125.84,0%,880.88,672.13,No
ORD-101704,CUST-10574,oakley.iversen573@example.com,2023-07-01,East,Retail Store,Small Business,Office Supplies,Desk Organizer,18,34.24,0%,616.32,269.76,No
ORD-101619,CUST-10458,sasha.castillo457@example.com,2023-06-15,South,Retail Store,Small Business,Furniture,Bookshelf,1,157.14,5%,149.28,86.61,No
ORD-101898,CUST-10646,frankie.moreau645@example.com,2023-08-17,East,Retail Store,Small Business,Furniture,Ergo Office Chair,3,296.96,0%,$890.88,486.14,No
ORD-103054,CUST-11028,indigo.lindqvist1027@example.com,"Mar 17, 2024",West,Wholesale,Consumer,Electronics,Laptop Pro 14,15,1279.7,20%,"$15,356.40",14306.03,No
ORD-104052,CUST-11343,casey.haddad1342@example.com,2024-09-19,West,Retail Store,Enterprise,Furniture,Ergo Office Chair,2,277.54,5%,527.33,317.14,Yes
ORD-100577,CUST-10168,indigo.iversen167@example.com,2022-11-12,South,Online,Small Business,Home & Kitchen,Chef Knife Set,4,80.94,15%,275.20,209.05,No
ORD-101863,CUST-10612,marlow.kowalski611@example.com,2023-08-08,North,Retail Store,Small Business,Office Supplies,Desk Organizer,16,34.84,5%,$529.57,258.03,No
ORD-104650,CUST-11493,noor.okafor1492@example.com,2024-12-15,North,Wholesale,Consumer,Office Supplies,Gel Pen Set,64,12.92,10%,$744.19,338.37,No
ORD-101181,CUST-10339,tatum.rossi338@example.com,2023-03-17,West,Online,Consumer,Office Supplies,Desk Organizer,4,36.63,0%,146.52,62.0,No
ORD-100889,CUST-10225,ellis.lindqvist224@example.com,2022-12-31,West,Retail Store,Small Business,Furniture,Bookshelf,3,162.1,5%,461.98,248.65,No
ORD-102949,CUST-10808,indigo.adeyemi807@example.com,2024-02-23,West,Online,Consumer,Office Supplies,Desk Organizer,5,32.83,0%,164.15,78.24,No
ORD-101559,CUST-10107,harper.fontaine106@example.com,2023-06-06,West,Online,Consumer,Electronics,Laptop Pro 14,3,1316.82,5%,3752.94,2988.1,No
ORD-102516,CUST-10736,quinn.rossi735@example.com,"Dec 03, 2023",South,Retail Store,Consumer,Home & Kitchen,Air Fryer,1,131.38,5%,124.81,86.53,No
ORD-100818,CUST-10052,marlow.castillo51@example.com,2022-12-19,South,Retail Store,Enterprise,Home & Kitchen,Air Fryer,3,128.13,10%,345.95,266.04,No
ORD-103973,CUST-11230,kai.bianchi1229@example.com,2024-09-03,East,Online,Small Business,Home & Kitchen,Air Fryer,4,146.39,5%,556.28,317.22,No
ORD-100209,CUST-10051,linden.castillo50@example.com,2022-08-21,East,Retail Store,Consumer,Electronics,Smart Watch,2,244.55,5%,464.64,391.93,No
ORD-100294,CUST-10024,devon.bianchi23@example.com,2022-09-10,West,Wholesale,Enterprise,Office Supplies,Premium Notebook Pack,70,23.38,0%,1636.60,739.08,No
ORD-101120,CUST-10295,peyton.okafor294@example.com,"Mar 01, 2023",East,Wholesale,Consumer,Furniture,Bookshelf,21,162.88,20%,2736.38,1734.97,No
ORD-102092,CUST-10661,avery.nakamura660@example.com,2023-09-26,West,Retail Store,Small Business,Furniture,Standing Desk,3,535.07,0%,1605.21,924.21,No
ORD-102510,CUST-10766,frankie.takahashi765@example.com,2023-12-02,West,Online,Enterprise,Office Supplies,Gel Pen Set,19,11.57,10%,197.85,102.19,Yes
ORD-101265,CUST-10394,oakley.vasquez393@example.com,2023-04-03,North,Retail Store,Consumer,Electronics,Smart Watch,4,253.32,0%,"$1,013.28",745.29,No
ORD-100991,CUST-10356,quinn.sandoval355@example.com,2023-01-25,East,Online,Small Business,Office Supplies,Premium Notebook Pack,15,24.27,0%,364.05,169.44,No
ORD-104026,CUST-10927,harper.gallagher926@example.com,"Sep 13, 2024",East,Retail Store,Consumer,Electronics,Laptop Pro 14,1,1267.25,5%,"$1,203.89",989.62,No
ORD-104703,CUST-11505,ellis.pereira1504@example.com,2024-12-21,East,Wholesale,Consumer,Office Supplies,Gel Pen Set,63,12.11,10%,686.64,345.08,No
ORD-100354,CUST-10035,peyton.bianchi34@example.com,2022-09-25,North,Online,Enterprise,Office Supplies,Gel Pen Set,4,12.22,10%,43.99,21.13,No
ORD-102025,CUST-10633,noor.lindqvist632@example.com,"Sep 12, 2023",South,Online,Consumer,Home & Kitchen,Air Fryer,2,124.34,15%,211.38,169.81,No
ORD-104737,CUST-11390,kai.jensen1389@example.com,2024-12-25,East,Online,Consumer,Electronics,4K Monitor,4,376.49,15%,1280.07,1150.28,No
ORD-102415,CUST-10558,sasha.haddad557@example.com,2023-11-20,South,Online,Small Business,Electronics,Laptop Pro 14,3,1300.58,10%,3511.57,2994.14,No
ORD-102875,CUST-10734,oakley.rossi733@example.com,2024-02-05, South ,Online,Consumer,Home & Kitchen,Air Fryer,4,127.83,10%,$460.19,322.05,No
ORD-101229,CUST-10322,blair.rossi321@example.com,2023-03-25,South,Retail Store,Enterprise,Home & Kitchen,Chef Knife Set,1,85.94,10%,77.35,52.83,No
ORD-100260,CUST-10091,linden.eriksen90@example.com,2022-09-02,West,Retail Store,Consumer,Office Supplies,Desk Organizer,14,34.57,5%,459.78,222.08,Yes
ORD-101371,CUST-10392,marlow.vasquez391@example.com,2023-04-26,East,Online,Small Business,Home & Kitchen,Air Fryer,4,138.5,10%,498.60,332.6,No
